1.0000,2.0000,3.0000,4.0000,5.0000,6.0000
3.7188,3.5625,3.8750,3.6964,3.7759,4.0000
4.2000,4.3333,4.3000,4.1765,4.3878,4.1250
4.3125,4.3929,4.3721,4.4113,4.5208,4.3600
4.3636,4.6562,4.6667,4.5391,4.7966,4.7391
4.9429,4.8485,4.9583,4.6311,4.8246,4.6552
4.7037,4.9032,5.0833,5.0084,4.7667,4.9487
5.1613,5.1304,5.2903,5.1212,4.9649,5.0000
5.0000,5.3448,5.1579,5.2328,5.1385,5.2500
5.1515,5.1143,5.4167,5.2581,5.3684,5.2963
5.2692,5.0690,5.4333,5.3561,5.3455,5.3929
5.4062,5.3684,5.4000,5.3750,5.4918,5.1600
5.3714,5.5294,5.5185,5.4538,5.3667,5.6400
5.5294,5.4800,5.3704,5.4634,5.5424,5.5312
5.5294,5.4737,5.4167,5.6148,5.5094,5.4483
5.4483,5.4000,5.5750,5.6930,5.5645,5.5667
5.8710,5.6786,5.6207,5.6160,5.5400,5.5946
5.7037,5.6333,5.7273,5.6724,5.6557,5.7576
5.7586,5.7742,5.6571,5.7317,5.6885,5.5714
