1.0000,2.0000,3.0000,4.0000,5.0000,6.0000
4.1053,4.0000,3.9375,3.9735,3.9565,3.6957
4.0286,4.4516,4.5405,4.4655,4.5294,3.9333
4.8800,4.6154,4.7353,4.5965,4.7671,4.4643
4.9722,5.0625,5.1667,4.8333,4.7667,4.6071
5.3448,4.9167,5.0588,5.0160,4.9841,5.0800
5.0476,5.0833,5.1852,5.1333,5.0132,5.5000
4.9667,5.1081,5.2593,5.0654,5.2917,5.2963
4.8800,5.0000,5.2000,5.2720,5.2432,5.4444
5.1538,5.0357,5.4118,5.3217,5.1739,5.4286
5.2941,5.3143,5.3529,5.2963,5.3220,5.4000
5.4286,5.4762,5.3235,5.4103,5.3478,5.2903
5.3429,5.6571,5.2917,5.4790,5.4839,5.2800
5.3824,5.6429,5.5625,5.5000,5.6000,5.4062
5.7308,5.5517,5.5714,5.5478,5.6377,5.4231
5.5600,5.5625,5.5600,5.5902,5.7077,5.7742
5.7407,5.6333,5.7647,5.6639,5.6508,5.3704
5.6279,5.6552,5.8889,5.7200,5.6600,5.7714
5.8824,5.6111,5.5333,5.7521,5.7627,5.8000
